City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,suntar,62.1444,117.6319,-25.23999999999998,96,100,2.01,RU,1675046789
316,hirara,24.8,125.2833,17.150000000000034,45,40,6.17,JP,1675046790
317,asau,46.4333,26.4,-7.489999999999952,93,28,2.51,RO,1675046790
318,port dickson,2.5228,101.7959,28.120000000000005,77,100,1.5,MY,1675046790
319,dunedin,-45.8742,170.5036,19.890000000000043,73,89,3.58,NZ,1675046740
320,taian,36.1853,117.12,6.710000000000036,25,0,3.8,CN,1675046791
321,vanavara,60.34,102.2797,-17.70999999999998,97,99,2.87,RU,1675046792
322,umm kaddadah,13.6017,26.6876,20.840000000000032,13,12,4.49,SD,1675046792
323,galveston,29.3669,-94.9669,20.590000000000032,92,81,0.89,US,1675046793
324,jutai,-5.1833,-68.9,22.060000000000002,99,99,0.54,BR,1675046793
325,ipora,-16.4419,-51.1178,20.420000000000016,90,55,0.16,BR,1675046794
326,hargeysa,9.56,44.065,13.420000000000016,98,36,3.94,SO,1675046794
327,maneadero,31.7167,-116.5667,12.830000000000041,71,96,0.89,MX,1675046795
